,unique_id,target_id,regulator_id,disease_id,drug_id,unique_id,Regulation,drug2ferroptosis,drug2regulator,drug2target,regulator to target gene,regulator2ferroptosis,target_role4ferroptosis,Vivo model,ReferenceID,disease_detail_icd,disease_detail,in_vitro,Cell Line,pathway_id,Cell_progress
27,unique00070,P36969,P10275,ICD-11: 2A00,ALZ003,unique00070,"ALZ003 targeting AR for degradation strongly exhibits the therapeutic effect on glioblastoma, including TMZ-resistant tumor,in vitroandin vivo. Particularly, GPX4 was positively regulated by AR, and overexpression of AR also prevented lipid peroxidation.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"NOD-SCID male mice (8-week-old) were purchased from BioLASCO Taiwan Co., Ltd. (Taipei, Taiwan). For glioblastoma and TMZ-resistant glioblastoma transplantation, luciferase-expressed U87MG cells (2 x 10<sup>5</sup>) and U87MG-R cells (2 x 10<sup>5</sup>) were injected into the cortex, respectively, at the depth of 3 mm using stereotactic guidance and microprocessor single syringe (Harvard Apparatus, Holliston, MA, USA). After 10 days of transplantation, TMZ (15 mg/kg) and ALZ003 were orally and intravenously administrated three times per week, respectively.",REF000120,ICD-11: 2A00,Glioblastoma,CELL00323; CELL00068,U87MG; A172,Fatty acid metabolism (hsa01212); Apoptosis (hsa04210); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis; Cell apoptosis; Cell proliferation
28,unique01418,P36969,Q16539,ICD-11: 2A00,Artesunate,unique01418,"Artesunate triggers ferroptosis in glioblastoma in vitro and in vivo through regulation of iron metabolism and p38 ( MAPK14) and ERK signaling pathways. Meanwhile, ART reduced the protein level of GPX4 and FPN1, increased the protein level of DMT1, TfR, ferritin and NCOA4.",Inducer,Up regulation,Down regulation,Down regulation,Driver,Suppressor,"The xenografts were established via the subcutaneous inoculation of U251 cells (1 x 10<sup>7</sup> cells/per mouse) into the armpit of one mouse. After two weeks of growth, the cancer tissues were cut into pieces with the dimensions of 1.5 x 1.5 x 1.5 mm<sup>3</sup> and inoculated subcutaneously into the right armpit of the mice with a puncture needle. When tumor volume reached approximately 80 mm<sup>3</sup>, mice were randomly divided into four groups (n = 5): Vehicle control, ART (20 mg/kg), ART (40 mg/kg), and TMZ (40 mg/kg). TMZ was used as the positive control. Drugs and vehicle were given by intraperitoneal injection daily for 21 days. Tumor volume and body weight were measured every three days.",REF000665,ICD-11: 2A00,Glioblastoma,CELL00043,U251,MAPK signaling pathway (hsa04010); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
29,unique01418,P36969,Q16539,ICD-11: 2A00,Artesunate,unique01418,"Artesunate triggers ferroptosis in glioblastoma in vitro and in vivo through regulation of iron metabolism and p38 (MAPK14) and ERK signaling pathways. Meanwhile, ART reduced the protein level of GPX4 and FPN1, increased the protein level of DMT1, TfR, ferritin and NCOA4.",Inducer,Up regulation,Down regulation,Down regulation,Driver,Suppressor,"The xenografts were established via the subcutaneous inoculation of U251 cells (1 x 10<sup>7</sup> cells/per mouse) into the armpit of one mouse. After two weeks of growth, the cancer tissues were cut into pieces with the dimensions of 1.5 x 1.5 x 1.5 mm<sup>3</sup> and inoculated subcutaneously into the right armpit of the mice with a puncture needle. When tumor volume reached approximately 80 mm<sup>3</sup>, mice were randomly divided into four groups (n = 5): Vehicle control, ART (20 mg/kg), ART (40 mg/kg), and TMZ (40 mg/kg). TMZ was used as the positive control. Drugs and vehicle were given by intraperitoneal injection daily for 21 days. Tumor volume and body weight were measured every three days.",REF000665,ICD-11: 2A00,Glioblastoma,CELL00043,U251,MAPK signaling pathway (hsa04010); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
30,unique01764,P36969,P31749,ICD-11: 2A00,Fatostatin,unique01764,"Fatostatin induces ferroptosis by inhibiting the AKT/mTORC1/GPX4 signaling pathway in glioblastoma. In addition, fatostatin inhibits cell proliferation and the EMT process through the AKT/mTORC1 signaling pathway.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"After anesthetizing the nude mice with isoflurane inhalation, we injected 1 x 10<sup>6</sup> U87 cells that were engineered for the expression of luciferase into the right striatum (3.5 mm from the midline of the brain and 2 mm in front of the coronal suture, injection depth of 3 mm from the brain surface) of the nude mice to establish an intracranial xenograft model. For the detection of pharmacokinetics in mice, RhoB-loaded p28-PLGA NPs were injected into the mice (n = 3) through the tail vein. We collected blood samples at predetermined time points, quantified the RhoB concentrations, and plotted them with time. To characterize NPs for GBM treatment, we randomly divided the tumor-bearing mice into four groups (n = 8) treated with PBS, free fatostatin (25 mg/kg), NPs-FAT (fatostatin equivalent dose at 25 mg/kg), and p28-NPs-FAT (fatostatin equivalent dose at 25 mg/kg). After 7 days of tumor inoculation, the treatment was conducted 3 days per week for 4 weeks. In addition, we performed IVIS imaging of intracranial tumors at 1, 3, and 5 weeks after tumor inoculation to observe tumor progression. IVIS was also used to carry out imaging of IR780-loaded NPs. The mice were monitored regularly and euthanized when they exhibited severe neurological symptoms and/or obvious weight loss (>20% of their body weight). We sacrificed a separate cohort of mice five weeks after tumor inoculation for pathological staining (n = 3).",REF000993,ICD-11: 2A00,Glioblastoma,CELL00295; CELL00043,U87; U251,Cell adhesion molecules (hsa04514); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
31,unique01764,P36969,P31749,ICD-11: 2A00,Fatostatin,unique01764,"Fatostatin induces ferroptosis by inhibiting the AKT/mTORC1/GPX4 signaling pathway in glioblastoma. In addition, fatostatin inhibits cell proliferation and the EMT process through the AKT/mTORC1 signaling pathway.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"After anesthetizing the nude mice with isoflurane inhalation, we injected 1 x 10<sup>6</sup> U87 cells that were engineered for the expression of luciferase into the right striatum (3.5 mm from the midline of the brain and 2 mm in front of the coronal suture, injection depth of 3 mm from the brain surface) of the nude mice to establish an intracranial xenograft model. For the detection of pharmacokinetics in mice, RhoB-loaded p28-PLGA NPs were injected into the mice (n = 3) through the tail vein. We collected blood samples at predetermined time points, quantified the RhoB concentrations, and plotted them with time. To characterize NPs for GBM treatment, we randomly divided the tumor-bearing mice into four groups (n = 8) treated with PBS, free fatostatin (25 mg/kg), NPs-FAT (fatostatin equivalent dose at 25 mg/kg), and p28-NPs-FAT (fatostatin equivalent dose at 25 mg/kg). After 7 days of tumor inoculation, the treatment was conducted 3 days per week for 4 weeks. In addition, we performed IVIS imaging of intracranial tumors at 1, 3, and 5 weeks after tumor inoculation to observe tumor progression. IVIS was also used to carry out imaging of IR780-loaded NPs. The mice were monitored regularly and euthanized when they exhibited severe neurological symptoms and/or obvious weight loss (>20% of their body weight). We sacrificed a separate cohort of mice five weeks after tumor inoculation for pathological staining (n = 3).",REF000993,ICD-11: 2A00,Glioblastoma,CELL00295; CELL00043,U87; U251,Cell adhesion molecules (hsa04514); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
32,unique01763,P36969,P42345,ICD-11: 2A00,Fatostatin,unique01763,"Fatostatin induces ferroptosis by inhibiting the AKT/ mTORC1/GPX4 signaling pathway in glioblastoma. In addition, fatostatin inhibits cell proliferation and the EMT process through the AKT/mTORC1 signaling pathway.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"After anesthetizing the nude mice with isoflurane inhalation, we injected 1 x 10<sup>6</sup> U87 cells that were engineered for the expression of luciferase into the right striatum (3.5 mm from the midline of the brain and 2 mm in front of the coronal suture, injection depth of 3 mm from the brain surface) of the nude mice to establish an intracranial xenograft model. For the detection of pharmacokinetics in mice, RhoB-loaded p28-PLGA NPs were injected into the mice (n = 3) through the tail vein. We collected blood samples at predetermined time points, quantified the RhoB concentrations, and plotted them with time. To characterize NPs for GBM treatment, we randomly divided the tumor-bearing mice into four groups (n = 8) treated with PBS, free fatostatin (25 mg/kg), NPs-FAT (fatostatin equivalent dose at 25 mg/kg), and p28-NPs-FAT (fatostatin equivalent dose at 25 mg/kg). After 7 days of tumor inoculation, the treatment was conducted 3 days per week for 4 weeks. In addition, we performed IVIS imaging of intracranial tumors at 1, 3, and 5 weeks after tumor inoculation to observe tumor progression. IVIS was also used to carry out imaging of IR780-loaded NPs. The mice were monitored regularly and euthanized when they exhibited severe neurological symptoms and/or obvious weight loss (>20% of their body weight). We sacrificed a separate cohort of mice five weeks after tumor inoculation for pathological staining (n = 3).",REF000993,ICD-11: 2A00,Glioblastoma,CELL00295; CELL00043,U87; U251,Cell adhesion molecules (hsa04514); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
33,unique01763,P36969,P42345,ICD-11: 2A00,Fatostatin,unique01763,"Fatostatin induces ferroptosis by inhibiting the AKT/mTORC1/GPX4 signaling pathway in glioblastoma. In addition, fatostatin inhibits cell proliferation and the EMT process through the AKT/mTORC1 signaling pathway.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"After anesthetizing the nude mice with isoflurane inhalation, we injected 1 x 10<sup>6</sup> U87 cells that were engineered for the expression of luciferase into the right striatum (3.5 mm from the midline of the brain and 2 mm in front of the coronal suture, injection depth of 3 mm from the brain surface) of the nude mice to establish an intracranial xenograft model. For the detection of pharmacokinetics in mice, RhoB-loaded p28-PLGA NPs were injected into the mice (n = 3) through the tail vein. We collected blood samples at predetermined time points, quantified the RhoB concentrations, and plotted them with time. To characterize NPs for GBM treatment, we randomly divided the tumor-bearing mice into four groups (n = 8) treated with PBS, free fatostatin (25 mg/kg), NPs-FAT (fatostatin equivalent dose at 25 mg/kg), and p28-NPs-FAT (fatostatin equivalent dose at 25 mg/kg). After 7 days of tumor inoculation, the treatment was conducted 3 days per week for 4 weeks. In addition, we performed IVIS imaging of intracranial tumors at 1, 3, and 5 weeks after tumor inoculation to observe tumor progression. IVIS was also used to carry out imaging of IR780-loaded NPs. The mice were monitored regularly and euthanized when they exhibited severe neurological symptoms and/or obvious weight loss (>20% of their body weight). We sacrificed a separate cohort of mice five weeks after tumor inoculation for pathological staining (n = 3).",REF000993,ICD-11: 2A00,Glioblastoma,CELL00295; CELL00043,U87; U251,Cell adhesion molecules (hsa04514); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
34,unique00720,P36969,Q96PU5,ICD-11: 2A00,Peoniflorin,unique00720,"Paeoniflorin (PF) can function as an antitumor agent for glioma treatment by targeting NEDD4L-dependent STAT3 ubiquitination as well as by regulating the Nrf2/GPX4 signaling axis, which might trigger ferroptosis.",Inducer,Up regulation,Down regulation,Down regulation,Driver,Suppressor,"U251 cells (6 x 10<sup>6</sup>) were inoculated into the flanks of 4-to 5-week-old athymic nude mice (Shanghai Laboratory Animal Company, Shanghai, China) subcutaneously to generate a subcutaneous xenograft tumor model. After 2 weeks, the tumor model was successfully constructed, the mice were treated single and combined with 100 mg/kg RSL3 (2 times/week) and 1.0 g/kg/days PF. Tumor volumes were measured every 4 days to draw the growth curve. Mice were sacrificed 4 weeks after cell injection. Tumor xenografts were collected, photographed, and weighed and the tumor apoptosis was analyzed by Tunel staining.",REF000938,ICD-11: 2A00,Glioma,CELL00043; CELL00295,U251; U87,Ferroptosis (hsa04216); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis; Cell proliferation
35,unique00720,P36969,Q96PU5,ICD-11: 2A00,Peoniflorin,unique00720,"Paeoniflorin (PF) can function as an antitumor agent for glioma treatment by targeting NEDD4L-dependent STAT3 ubiquitination as well as by regulating the Nrf2/GPX4 signaling axis, which might trigger ferroptosis.",Inducer,Up regulation,Down regulation,Down regulation,Driver,Suppressor,"U251 cells (6 x 10<sup>6</sup>) were inoculated into the flanks of 4-to 5-week-old athymic nude mice (Shanghai Laboratory Animal Company, Shanghai, China) subcutaneously to generate a subcutaneous xenograft tumor model. After 2 weeks, the tumor model was successfully constructed, the mice were treated single and combined with 100 mg/kg RSL3 (2 times/week) and 1.0 g/kg/days PF. Tumor volumes were measured every 4 days to draw the growth curve. Mice were sacrificed 4 weeks after cell injection. Tumor xenografts were collected, photographed, and weighed and the tumor apoptosis was analyzed by Tunel staining.",REF000938,ICD-11: 2A00,Glioma,CELL00043; CELL00295,U251; U87,Ferroptosis (hsa04216); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis; Cell proliferation
36,unique00722,P36969,P40763,ICD-11: 2A00,Peoniflorin,unique00722,"Paeoniflorin (PF) can function as an antitumor agent for glioma treatment by targeting NEDD4L-dependent STAT3 ubiquitination as well as by regulating the Nrf2/GPX4 signaling axis, which might trigger ferroptosis.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"U251 cells (6 x 10<sup>6</sup>) were inoculated into the flanks of 4-to 5-week-old athymic nude mice (Shanghai Laboratory Animal Company, Shanghai, China) subcutaneously to generate a subcutaneous xenograft tumor model. After 2 weeks, the tumor model was successfully constructed, the mice were treated single and combined with 100 mg/kg RSL3 (2 times/week) and 1.0 g/kg/days PF. Tumor volumes were measured every 4 days to draw the growth curve. Mice were sacrificed 4 weeks after cell injection. Tumor xenografts were collected, photographed, and weighed and the tumor apoptosis was analyzed by Tunel staining.",REF000938,ICD-11: 2A00,Glioma,CELL00043; CELL00295,U251; U87,Ferroptosis (hsa04216); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis; Cell proliferation
37,unique00722,P36969,P40763,ICD-11: 2A00,Peoniflorin,unique00722,"Paeoniflorin (PF) can function as an antitumor agent for glioma treatment by targeting NEDD4L-dependent STAT3 ubiquitination as well as by regulating the Nrf2/GPX4 signaling axis, which might trigger ferroptosis.",Inducer,Down regulation,Down regulation,Up regulation,Suppressor,Suppressor,"U251 cells (6 x 10<sup>6</sup>) were inoculated into the flanks of 4-to 5-week-old athymic nude mice (Shanghai Laboratory Animal Company, Shanghai, China) subcutaneously to generate a subcutaneous xenograft tumor model. After 2 weeks, the tumor model was successfully constructed, the mice were treated single and combined with 100 mg/kg RSL3 (2 times/week) and 1.0 g/kg/days PF. Tumor volumes were measured every 4 days to draw the growth curve. Mice were sacrificed 4 weeks after cell injection. Tumor xenografts were collected, photographed, and weighed and the tumor apoptosis was analyzed by Tunel staining.",REF000938,ICD-11: 2A00,Glioma,CELL00043; CELL00295,U251; U87,Ferroptosis (hsa04216); Ubiquitin mediated proteolysis (hsa04120),Cell ferroptosis; Cell proliferation
